Deficit	medcode
Mobility and transfer problems	17696
Mobility and transfer problems	13127
Mobility and transfer problems	13128
Mobility and transfer problems	7557
Mobility and transfer problems	2539
Mobility and transfer problems	18886
Mobility and transfer problems	9990
Mobility and transfer problems	3054
Mobility and transfer problems	44259
Mobility and transfer problems	6375
Mobility and transfer problems	9458
